GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS929134685,2021-04-01 2:10:03,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Alameda,US-CA-001,,32,,,"37.773454, -122.16779 around my house Oakland, CA",L10719350,P,37.773454,-122.167793,2002-01-01,,obsr210034,S69476886,Historical,P62,EBIRD,,,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS745923400,2019-04-27 14:14:28,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Alpine,US-CA-003,,15,,,Indian Creek Reservoir,L272916,H,38.7460172,-119.7780132,2002-01-12,,obsr361884,S55471859,Historical,P62,EBIRD,,,,2,0,,1,1,0,,Birding with Aunt Joyce.,
URN:CornellLabOfOrnithology:EBIRD:OBS745882092,2019-04-27 13:45:49,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Alpine,US-CA-003,,15,,,Indian Creek Reservoir,L272916,H,38.7460172,-119.7780132,2002-01-08,,obsr361884,S55469168,Historical,P62,EBIRD,,,,2,1,,0,1,0,,Birding with Aunt Joyce.,
URN:CornellLabOfOrnithology:EBIRD:OBS2253790839,2024-06-18 13:47:21,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Butte,US-CA-007,US-CA_231,32,,,Gray Lodge Wildlife Area,L368257,H,39.322878,-121.8361473,2002-01-20,,obsr85978,S182286907,Historical,P62,EBIRD,,,,1,1,,0,1,0,,from old field notebooks. This seems to have been a group trip. unknown # of participants,eating a fish
URN:CornellLabOfOrnithology:EBIRD:OBS417915377,2022-02-10 6:03:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Del Norte,US-CA-015,BIRDLIFE_29499|US-CA_42,5,,,Crescent City area (State boundary to south of city),L4786099,P,41.8161054,-124.219408,2002-01-20,8:10:00,obsr350637,S30684591,Traveling,P22,EBIRD,290,24.14,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1248378788,2023-05-20 21:07:03,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Glenn,US-CA-021,US-CA_231,32,USFWS_659,,Sacramento NWR,L168785,H,39.405434,-122.17191,2002-01-27,,obsr162737,S95462864,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,c 3 incl. 2 ad.
URN:CornellLabOfOrnithology:EBIRD:OBS856001673,2020-02-10 14:05:22,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Inyo,US-CA-027,US-CA_214,9,,,Tinemaha Reservoir,L601731,H,37.0601088,-118.2279968,2002-01-11,10:30:00,obsr171759,S63780287,Traveling,P22,EBIRD,90,6.437,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS856002673,2020-01-25 18:56:50,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Inyo,US-CA-027,,33,,,North Haiwee Reservoir,L683269,H,36.1970767,-117.9636383,2002-01-10,9:50:00,obsr171759,S63780358,Traveling,P22,EBIRD,205,8.047,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS322093654,2021-03-18 22:28:45,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Ming,L773935,H,35.4399738,-118.8628864,2002-01-19,,obsr103797,S23586481,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS322096237,2021-04-01 22:42:21,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,Lake Ming,L773935,H,35.4399738,-118.8628864,2002-01-20,,obsr103797,S23586626,Historical,P62,EBIRD,,,,2,1,,0,1,0,,Barbara Mansfield,
URN:CornellLabOfOrnithology:EBIRD:OBS2374152566,2024-08-08 22:33:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,McGill Campground (KER Co),L7888176,H,34.8143577,-119.1014426,2002-01-23,11:00:00,obsr214929,S190724719,Traveling,P22,EBIRD,75,0.805,,2,1,G12858577,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1571529091,2024-08-08 22:33:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Kern,US-CA-029,,32,,,McGill Campground (KER Co),L7888176,H,34.8143577,-119.1014426,2002-01-23,11:00:00,obsr417337,S123187361,Traveling,P22,EBIRD,75,0.805,,2,1,G12858577,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS34346806,2021-03-17 16:18:25,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,7,,,,,United States,US,California,US-CA,Lassen,US-CA-035,US-CA_111,9,,,Honey Lake,L109447,H,40.2542012,-120.340849,2002-01-20,,obsr107139,S2516055,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS34346798,2022-10-21 8:58:27,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Lassen,US-CA-035,US-CA_111,9,,,Honey Lake,L109447,H,40.2542012,-120.340849,2002-01-19,,obsr107139,S2516110,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS49953990,2016-09-07 16:58:51,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,BIRDLIFE_30186|US-CA_209,32,,,San Clemente Island (please use more precise location),L241780,H,32.8917994,-118.4865681,2002-01-29,,obsr19105,S3602560,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,#20SY
URN:CornellLabOfOrnithology:EBIRD:OBS123025946,2023-08-31 17:49:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,1,,,,"Unknown Sex, Adult (1)",United States,US,California,US-CA,Los Angeles,US-CA-037,,32,,,Frank G. Bonelli RP/Puddingstone Reservoir and vicinity,L815817,H,34.0870104,-117.8050125,2002-01-27,8:00:00,obsr243062,S8575981,Traveling,P22,EBIRD,180,3.219,,8,1,,0,1,0,,"led Bonelli Park bird walk, cloudy, calm, 50's, RV Park, East Shore, Picnic Valleys",
URN:CornellLabOfOrnithology:EBIRD:OBS40684302,2023-08-31 17:49:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,,32,,,Frank G. Bonelli RP/Puddingstone Reservoir and vicinity,L815817,H,34.0870104,-117.8050125,2002-01-27,,obsr91638,S2899001,Incidental,P20,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS39218609,2023-08-31 17:49:09,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,,32,,,Frank G. Bonelli RP/Puddingstone Reservoir and vicinity,L815817,H,34.0870104,-117.8050125,2002-01-27,8:00:00,obsr116502,S2809184,Traveling,P22,EBIRD,240,4.828,,12,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS572428103,2018-09-18 14:31:20,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,BIRDLIFE_26215|US-CA_193,32,,,Santa Catalina Island--Avalon Cyn Rd. Sumner Ave. to Botanical Garden,L989357,H,33.3358062,-118.3314679,2002-01-18,,obsr247322,S42341628,Historical,P62,EBIRD,,,,2,0,,0,1,0,,With  Tamie Parker,
URN:CornellLabOfOrnithology:EBIRD:OBS1464403681,2024-09-09 20:26:28,8271,species,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,,,,X,,,,,United States,US,California,US-CA,Merced,US-CA-047,BIRDLIFE_29519|US-CA_173,32,USFWS_119,,Merced NWR (Please use a more specific hotspot where possible.),L210732,H,37.1750923,-120.6160533,2002-01-15,,obsr51671,S113486140,Historical,P62,EBIRD,,,,,1,,0,1,0,,Paradise birding trip to bay area,
